#Item	Label	Description	Site on enwiki
Q2477486	Battle off Texel		Battle off Texel
Q2480544	Battle of Ituzaingó		Battle of Ituzaingó
Q2484240	Battle of Vertières		Battle of Vertières
Q2488483	Battle of Columbus		Battle of Columbus (1916)
Q2496259	Battle of Dogger Bank		Battle of Dogger Bank (1696)
Q2496774	Battle of Lipantitlán	battle along the Nueces River on November 4, 1835 between the Mexican Army and Texian insurgents	Battle of Lipantitlán
Q2497334	Battle of Wana	military engagement between the Pakistan Army and foreign fighters of al-Qaeda led by Osama Bin Laden	Battle of Wana
Q2497690	Battle of Ronaldsway		Battle of Ronaldsway
Q2510511	Battle of Abukir (1801)	second battle of the French campaign in Egypt and Syria to be fought at Abu Qir	Battle of Abukir (1801)
Q2512802	Battle of Olustee		Battle of Olustee
Q2527770	Battle of Devina		Battle of Devina
Q2533670	Battle of Valea Albă		Battle of Valea Albă
Q2548761	Battle of Sphacteria		Battle of Sphacteria (1825)
Q2551797	Siege of Yorktown	1862 battle in the American Civil War	Siege of Yorktown (1862)
Q2553656	Battle of the Tarigo Convoy	naval battle of World War II, part of the Battle of the Mediterranean	Battle of the Tarigo Convoy
Q2557155	Battle of Sedgemoor		Battle of Sedgemoor
Q2568416	Battle of Thessalonica	380 battle	Battle of Thessalonica (380)
Q2568851	Battle of Baku		Battle of Baku
Q2570177	Battle of Kennesaw Mountain		Battle of Kennesaw Mountain
Q2570192	Battle of Alamana		Battle of Alamana
Q2571823	Battle of El Mazuco		Battle of El Mazuco
Q2572804	Battle of Dunkeld		Battle of Dunkeld
Q2574400	Battle of the Rosebud		Battle of the Rosebud
Q2575889	Battle of Rhode Island		Battle of Rhode Island
Q2577392	Battle of Gravia Inn		Battle of Gravia Inn
Q2579501	Battle of Valtetsi		Battle of Valtetsi
Q2579514	Battle of Doliana		Battle of Doliana
Q2584330	Battle of Karpenisi		Battle of Karpenisi
Q2589772	Battle of Montenaken		Battle of Montenaken
Q2594918	Battle of Honkaniemi	battle of the Winter War	Battle of Honkaniemi
Q2597051	Battle of Blackett Strait	naval battle of the Pacific campaign of World War II, in the Blackett Strait between Kolombangara islands and Arundel Island in the Solomon Islands	Battle of Blackett Strait
Q2597597	Battle of Krasny Bor		Battle of Krasny Bor
Q2600516	Kiev Offensive		Kiev Offensive (1920)
Q2601126	Battle of Sadras		Battle of Sadras
Q2601178	Battle of Negapatam		Battle of Negapatam (1782)
Q2601189	Battle of Providien		Battle of Providien
Q2602904	Battle of Cocherel		Battle of Cocherel
Q2606313	Battle of Negapatam		Battle of Negapatam (1758)
Q2606331	Battle of Cuddalore (1758)	naval battle during the Seven Years' War	Battle of Cuddalore (1758)
Q2611018	Battle of Natural Bridge		Battle of Natural Bridge
Q2631739	Battle of Kajmakchalan		Battle of Kaymakchalan
Q2633421	Gas attack at Hulluch		Gas attack at Hulluch
Q2634717	Battle of Bazentin Ridge	part of the Battle of the Somme during World War I	Battle of Bazentin Ridge
Q2641750	Battle of Goose Green	engagement of the Falklands War	Battle of Goose Green
Q2655444	Battle of Zliten	battle of the 2011 Libyan Civil War	Battle of Zliten
Q2657536	Battle of Boroughbridge		Battle of Boroughbridge
Q2659382	Battle of Cartagena		Battle of Cartagena (1643)
Q2659387	Battle of Beauport		Battle of Beauport
Q2662144	Battle of Pondicherry		Battle of Pondicherry
Q2664174	Battle of Kamdesh		Battle of Kamdesh
Q2664985	Battle of Fýrisvellir		Battle of Fýrisvellir
Q2665626	Battle of Beersheba		Battle of Beersheba (1917)
Q2667561	Battle of Nikopol		Battle of Nikopol
Q2670926	Battle of Seminara		Battle of Seminara
Q2672355	Destruction of Psara		Destruction of Psara
Q2687368	Battle of Missionary Ridge		Battle of Missionary Ridge
Q2689975	Battle of Molino del Rey		Battle of Molino del Rey
Q2701128	Battle of Torroella		Battle of Torroella
Q2705872	Battle of Baltim		Battle of Baltim
Q2718092	Battle of Sahagún		Battle of Sahagún
Q2724014	Battle of Texel		Battle of Texel (1694)
Q2726112	Battle of Bilbao		Battle of Bilbao
Q2732287	Battle of Porto Praya		Battle of Porto Praya
Q2736004	Battle of Palo Alto		Battle of Palo Alto
Q2741307	Battle of Frisches Haff		Battle of Frisches Haff
Q2742323	Siege of Constantinople		Siege of Constantinople (1235)
Q2746040	Battle of Landriano		Battle of Landriano
Q2750968	Battle of Alexandria		Battle of Alexandria
Q2757656	Battle of Burgos		Battle of Burgos
Q2776646	Battle of Nitzanim	battle fought in the 1948 Arab–Israeli War	Battle of Nitzanim
Q2837436	Battle of Ayohuma		Battle of Ayohuma
Q2886888	Battle of Cambrils		Battle of Cambrils
Q2887781	Battle of Sunchon		Battle of Sunchon (air)
Q2887789	Abagana		Abagana
Q2887792	Air Battle of El Mansoura		Air Battle of El Mansoura
Q2887811	Battle of Adré		Battle of Adré
Q2887827	Battle of Allatoona		Battle of Allatoona
Q2887830	Battle of Alvøen		Battle of Alvøen
Q2887839	Battle of Am Dam	2009 battle in Chad	Battle of Am Dam
Q2887847	Battle of Ampfing		Battle of Ampfing (1800)
Q2887854	Battle of Ancrum Moor		Battle of Ancrum Moor
Q2887868	Battle of Adrianople		Siege of Adrianople (1912–13)
Q2887870	Battle of Apache Pass		Battle of Apache Pass
Q2887887	Battle of Arkinholm		Battle of Arkinholm
Q2887888	Battle of Armentières		Battle of Armentières
Q2887891	Battle of Arracourt	major clash between US and German armored forces near the French town of Arracourt	Battle of Arracourt
Q2887916	Battle of Aughrim		Battle of Aughrim
Q2887919	Battle of Averasborough		Battle of Averasborough
Q2887926	Battle of El-Moungar		Battle of El-Moungar
Q2887928	Battle of Eccles Hill		Battle of Eccles Hill
Q2887933	Battle of Elands River		Battle of Elands River (1901)
Q2887939	Battle of El Herri		Battle of El Herri
Q2887946	Battle of Enniscorthy		Battle of Enniscorthy
Q2887960	Battle of Hasselt		Battle of Hasselt
Q2887968	Battle of Heliopolis		Battle of Heliopolis (1800)
Q2887984	Battle of Iganie		Battle of Iganie
Q2887997	Battle of Irún	a battle of the Spanish Civil War	Battle of Irún
Q2888026	Battle of Ostrołęka		Battle of Ostrołęka (1807)
Q2888071	Battle of Bab El Oued	battle of the Algerian War	Battle of Bab El Oued
Q2888072	Battle of Ayta ash-Shab		Battle of Ayta ash-Shab
Q2888083	Battle of Bakenlaagte		Battle of Bakenlaagte
Q2888086	Battle of Ballinamuck		Battle of Ballinamuck
Q2888101	Battle of Ballon		Battle of Ballon
Q2888104	Battle of Barren Hill		Battle of Barren Hill
Q2888133	Battle of Benavente		Battle of Benavente
Q2888152	Battle of Blood River Poort		Battle of Blood River Poort
Q2888172	Battle of Boomplaats		Battle of Boomplaats
Q2888184	Battle of Bothaville		Battle of Bothaville
Q2888185	Borota raid		Borota raid
Q2888187	Battle of Bothwell Bridge		Battle of Bothwell Bridge
Q2888197	Battle of Bramham Moor		Battle of Bramham Moor
Q2888212	Battle of Bukoba		Battle of Bukoba
Q2888218	Battle of Buzenval (1870)		Battle of Buzenval (1870)
Q2888227	Battle of Ban Me Thuot		Battle of Ban Me Thuot
Q2888238	Battle of Camaret		Battle of Camaret
Q2888243	Battle of Cape Fear River	battle fought in September 1718	Battle of Cape Fear River (1718)
Q2888245	Battle of Cap-Français		Battle of Cap-Français
Q2888252	Battle of Cartagena		Battle of Cartagena (1758)
Q2888261	Battle of Cañada Strongest		Battle of Cañada Strongest
Q2888269	Battle of Castlebar		Battle of Castlebar
Q2888334	Battle of Congella		Battle of Congella
Q2888338	Battle of Cook's Mills		Battle of Cook's Mills
Q2888347	Battle of Consuegra		Battle of Consuegra
Q2888406	Battle of Diamond Hill		Battle of Diamond Hill
Q2888424	Battle of Dol		Battle of Dol
Q2888438	Battle of Dong-Yin		Battle of Dong-Yin
Q2888457	Dull Knife Fight		Dull Knife Fight
Q2888467	Battle of Dubienka		Battle of Dubienka
Q2888469	Siege of Detroit	early engagement in the Anglo-American War of 1812	Siege of Detroit
Q2888482	Battle of Faenza		Battle of Faenza
Q2888486	Battle of Eutaw Springs		Battle of Eutaw Springs
Q2888487	Battle of Fatshan Creek		Battle of Fatshan Creek
Q2888488	The Battle of Fandane-Thiouthioune		The Battle of Fandane-Thiouthioune
Q2888498	Battle of Møn		Battle of Møn
Q2888502	Battle of Flamborough Head		Battle of Flamborough Head
Q2888523	Battle of Fort Dearborn		Battle of Fort Dearborn
Q2888531	Fort Mims massacre		Fort Mims massacre
Q2888540	Battle of Fort Bull	battle in the Seven Years' War	Battle of Fort Bull
Q2888583	Battle of Fort Oswego		Battle of Fort Oswego (1756)
Q2888624	Battle of Gharyan	battle of the 2011 Libyan Civil War	Battle of Gharyan
Q2888632	Battle of Gingindlovu	battle of the Anglo-Zulu War fought on the South bank of the Inyezane River	Battle of Gingindlovu
Q2888652	Battle of Gur Amba		Battle of Gur Amba
Q2888688	Battle of Green Spring		Battle of Green Spring
Q2888690	Battle of Groenkop		Battle of Groenkop
Q2888693	Battle of Groenkloof		Battle of Groenkloof
Q2888696	Battle of Griswoldville		Battle of Griswoldville
Q2888705	Battle of Grünberg		Battle of Grünberg
Q2888805	Battle of Haugsnes		Battle of Haugsnes
Q2888818	Battle of Huamantla		Battle of Huamantla
Q2888833	Battle of Huaqui		Battle of Huaqui
Q2888864	Battle of Jengland		Battle of Jengland
Q2888890	Battle of Kallo	a battle at the fort at Kallo, a village close to Antwerp	Battle of Kallo
Q2888946	Battle of Killiecrankie		Battle of Killiecrankie
Q2888951	Battle of Kızıl Tepe		Battle of Kızıl Tepe
Q2888986	Battle of Kunfuda Bay		Battle of Kunfuda Bay
Q2889080	Battle of Lacolle		Battle of Lacolle (1838)
Q2889085	Battle of Ladysmith		Battle of Ladysmith
Q2889101	Battle of Lang Vei		Battle of Lang Vei
Q2889117	Friendly fire incident at Sangin		Friendly fire incident at Sangin
Q2889121	Battle of Laval		Battle of Laval
Q2889133	Battle of Leliefontein		Battle of Leliefontein
Q2889150	Battle of Logandème		Battle of Logandème
Q2889160	Battle of Loon Lake		Battle of Loon Lake
Q2889168	Battle of Lopera		Battle of Lopera
Q2889191	Battle of Magdhaba		Battle of Magdhaba
Q2889222	Battle of Malta		Battle of Malta
Q2889240	Battle of María		Battle of María
Q2889251	Battle of Marianna		Battle of Marianna
Q2889283	First Battle of Maryang San		First Battle of Maryang San
Q2889289	Battle of Mas Deu		Battle of Mas Deu
Q2889307	Battle of Medina		Battle of Medina
Q2889345	Battle of Mir		Battle of Mir (1812)
Q2889349	Battle of Mizushima		Battle of Mizushima
Q2889357	Battle of Mollet		Battle of Mollet
Q2889395	Battle of Montjuïc		Battle of Montjuïc (1705)
Q2889417	Battle of Morotai	part of the Pacific War	Battle of Morotai
Q2889422	Battle of Mulhouse		Battle of Mulhouse (1674)
Q2889437	Battle of Méribel		Battle of Méribel
Q2889455	Battle of Nantes		Battle of Nantes
Q2889481	Battle of N'Djamena		Battle of N'Djamena (2006)
Q2889525	Battle of Noheji	minor battle of the Boshin War, part of the larger Aizu campaign	Battle of Noheji
Q2889543	Battle of Nooitgedacht		Battle of Nooitgedacht
Q2889560	Action of 6 July 1746		Action of 6 July 1746
Q2889605	Battle of Petitcodiac		Battle of Petitcodiac
Q2889607	Battle of Peyrestortes		Battle of Peyrestortes
Q2889660	Battle of Pontvallain		Battle of Pontvallain
Q2889668	Battle of Poplar Grove		Battle of Poplar Grove
Q2889677	Battle of Portland Harbor		Battle of Portland Harbor
Q2889687	Battle of Port Royal		Battle of Port Royal
Q2889700	Battle of Pozières		Battle of Pozières
Q2889754	Battle of Red Bank		Battle of Red Bank
Q2889775	Battle of Rheinberg		Battle of Rheinberg
Q2889786	Battle of Rieti		Battle of Rieti
Q2889788	Battle of Ringgold Gap		Battle of Ringgold Gap
Q2889791	Battle of Ridgeway		Battle of Ridgeway
Q2889815	Battle of Rooiwal		Battle of Rooiwal
Q2889842	Battle of Saguntum		Battle of Saguntum
Q2889853	Battle of Saint Cast		Battle of Saint Cast
Q2889856	Battle of Saint-Aubin-du-Cormier		Battle of Saint-Aubin-du-Cormier (1488)
Q2889883	Battle of Saint-Denis		Battle of Saint-Denis (1678)
Q2889890	Battle of St Matthew's		Battle of St Matthew's
Q2889912	Battle of San Juan de Ulúa	battle of the Anglo-Spanish War	Battle of San Juan de Ulúa (1568)
Q2889928	Battle of San Marcial		Battle of San Marcial
Q2889933	Sanna's Post		Sanna's Post
Q2889940	Battle of Saumur		Battle of Saumur (1793)
Q2889954	Battle of Saigon		Battle of Saigon (1968)
Q2889989	Battle of Short Hills		Battle of Short Hills
Q2890016	Battle of Sipe-Sipe		Battle of Sipe-Sipe
Q2890025	Battle of Solway Moss		Battle of Solway Moss
Q2890043	Battle of Skra-di-Legen		Battle of Skra-di-Legen
Q2890044	Battle of Sprimont		Battle of Sprimont
Q2890073	Battle of Suipacha		Battle of Suipacha
Q2890074	Battle of Suixian–Zaoyang		Battle of Suixian–Zaoyang
Q2890096	Battle of Taftanaz	battle in the April 2012 Idlib Governorate Operation during the Syrian civil war	Battle of Taftanaz
Q2890115	Battle of Tara Hill		Battle of Tara Hill
Q2890143	Naval Battle of Tarragona		Naval Battle of Tarragona (July 1641)
Q2890177	Battle of Thessalonica	circa 995 battle	Battle of Thessalonica (995)
Q2890178	Battle of Thouars		Battle of Thouars
Q2890218	Battle of Tiffauges		Battle of Tiffauges
Q2890273	Battle of Tweebosch		Battle of Tweebosch
Q2890281	Battle of Valencia de Alcántara		Battle of Valencia de Alcántara
Q2890338	Battle of Villalar		Battle of Villalar
Q2890346	Battle of Vinegar Hill		Battle of Vinegar Hill
Q2890372	Battle of Walcourt		Battle of Walcourt
Q2890373	Battle of Wanat		Battle of Wanat
Q2890377	Battle of Waynesboro, Virginia		Battle of Waynesboro, Virginia
Q2890378	Battle of Waynesboro, Georgia		Battle of Waynesboro, Georgia
Q2890384	Battle of White Bird Canyon		Battle of White Bird Canyon
Q2890396	Battle of Wörgl		Battle of Wörgl
Q2890458	Battle of Zutphen		Battle of Zutphen
Q2890483	Siege of Fort Mackinac		Siege of Fort Mackinac
Q2890520	Battle of Ciudad Universitaria		Battle of Ciudad Universitaria
Q2890526	Invasion of Dominica		Invasion of Dominica
Q2890534	Battle of the Côa		Battle of the Côa
Q2890563	Battle of Ravine-à-Couleuvres		Battle of Ravine-à-Couleuvres
Q2890596	Battle of Vuelta de Obligado		Battle of Vuelta de Obligado
Q2890597	Battle of Fundy Bay		Naval battle off St. John (1696)
Q2890600	Battle of Hudson's Bay		Battle of Hudson's Bay
Q2890604	Battle of Walcheren Causeway	engagement in the Battle of the Scheldt during World War II	Battle of Walcheren Causeway
Q2890606	Battle of Miyako Bay	naval action on 6 May 1869, part of the overall Battle of Hakodate at the end of the Boshin War	Battle of Miyako Bay
Q2890611	Battle of Fish Creek		Battle of Fish Creek
Q2890620	Battle of Verrières Ridge		Battle of Verrières Ridge
Q2890637	First Battle of the Corunna Road		First Battle of the Corunna Road
Q2890640	Battle of Albrolhos	naval battle of the Thirty Years' War	Battle of Albrolhos
Q2890664	Battle of Cornwall	Spanish raid on Cornwall in 1595 during the Anglo-Spanish war	Battle of Cornwall
Q2890697	Battle of the Thousand Islands		Battle of the Thousand Islands
Q2890728	Battle of 4 May		Battle of 4 May
Q2890741	Battle of the Bogside		Battle of the Bogside
Q2890746	Action of 13 March 1806		Action of 13 March 1806
Q2890781	Battle of Hamel		Battle of Hamel
Q2890798	Battle of the Windmill		Battle of the Windmill
Q2890818	Battle of Resaca de la Palma		Battle of Resaca de la Palma
Q2890829	Battle of Devil's Hole		Battle of Devil's Hole
Q2890852	Action of 2 May 1707		Action of 2 May 1707
Q2890859	Battle at The Lizard		Battle at The Lizard
Q2890865	Battle of Gibraltar (1621)	a naval battle in the Eighty Years' War	Battle of Gibraltar (1621)
Q2890866	Battle of Cape Henry		Battle of Cape Henry
Q2890877	Battle of Cape Espartel		Battle of Cape Espartel
Q2890896	Battle of Albemarle Sound		Battle of Albemarle Sound
Q2890920	Battle of Duck Lake		Battle of Duck Lake
Q2890925	Battle of Lake Maracaibo		Battle of Lake Maracaibo
Q2890933	Battle of Puerto de Cavite		Battle of Puerto de Cavite
Q2890945	Battle of Axtorna		Battle of Axtorna
Q2980537	Siege of Daraa	Syrian military operation in the Syrian city of Daraa	Siege of Daraa
Q2984734	Battle of Arlon (1793)	battle in future Belgium	Battle of Arlon (1793)
Q2984742	Battle of the Baztan Valley		Battle of the Baztan Valley
Q2984801	Battle of Juncal	battle of the Cisplatine War	Battle of Juncal
Q2984839	Naulila battle	battle of the german campain in Angola (1914)	Battle of Naulila
Q2985001	Battle of Arlon (1794)	battle in future Belgium	Battle of Arlon (1794)
Q3099190	Battle of Ponta Delgada		Battle of Ponta Delgada
Q3178783	Siege of Jaffa		Siege of Jaffa
Q3181123	Battle of Gao		Battles of Gao and Timbuktu
Q3271228	Battle of Bound Brook		Battle of Bound Brook
Q3303638	Battle of Krücken		Battle of Krücken
Q3307845	Battle of Tuyutí		First Battle of Tuyutí
Q3327478	Battle of Athens	1964 American Civil War battle in Alabama	Battle of Athens (1864)
Q3378627	Battle of Sandöström		Battle of Sandöström
Q3392743	Battle of Monastir	battle during the First Balkan War	Battle of Monastir
Q3394840	First Siege of Missolonghi		First Siege of Missolonghi
Q3394852	Battle of Maniaki		Battle of Maniaki
Q3401909	First Battle of Dalton	series of American Civil War skirmishes	First Battle of Dalton
Q3402827	Battle of the Lerna Mills		Battle of the Lerna Mills
Q3403872	Battle of the Smala		Battle of the Smala
Q3467730	Battle of Rafa	third and final battle of the recapture of the Sinai Peninsula by British forces during the Sinai and Palestine Campaign of WWI	Battle of Rafa
Q3477167	Battle of Saltville II		Second Battle of Saltville
Q3477179	Battle of Wazzin	conflict during the Libyan civil war	Battle of Wazzin
Q3500708	Battle of Stäket		Battle of Stäket
Q3504617	Battle of Cerro Corá		Battle of Cerro Corá
Q3623166	Battle of Thessalonica	1014 battle	Battle of Thessalonica (1014)
Q3636391	Battle of Khotyn		Battle of Khotyn (1673)
Q3636393	Battle of Chunuk Bair		Battle of Chunuk Bair
Q3636401	Battle of Clausen		Battle of Clausen
Q3636490	Battle of Krithia Vineyard		Battle of Krithia Vineyard
Q3636509	Battle of Lone Pine		Battle of Lone Pine
Q3636589	Battle of Prosperous		Battle of Prosperous
Q3646790	Battle of Estero Bellaco		Battle of Estero Bellaco
Q3656964	Battle of Thessalonica	1040 battle	Battle of Thessalonica (1040)
Q3775020	Battle of Yatay		Battle of Yatay
Q3793366	Battle of Goumakoura		Battle of Tinzaouaten
Q4127950	Second Siege of Missolonghi		Second Siege of Missolonghi
Q4204344	Battle of Chelsea Creek		Battle of Chelsea Creek
Q4337460	Siege of Fellin	siege of the Polish–Swedish War	Siege of Fellin
Q4438386	Battle of the Big Hole		Battle of the Big Hole
Q4582269	Siege of Malmö		Siege of Malmö
Q4870138	Battle at Port-la-Joye		Battle at Port-la-Joye
Q4870165	Battle for Jalibah Airfield		Battle for Jalibah Airfield
Q4870481	Battle of Biberach		Battle of Biberach (1796)
Q4870497	Battle of Blandford		Battle of Blandford
Q4870774	Battle of Collooney		Battle of Collooney
Q4870788	Battle of Cool Spring	battle in the American Civil War fought July 17–18, 1864	Battle of Cool Spring
Q4870824	Battle of Cádiz		Battle of Cádiz (1656)
Q4871158	Battle of Guantánamo Bay	battle during the Spanish–American War	Battle of Guantánamo Bay
Q4871346	Battle of Johnsonville	attack on a Union supply base at Johnsonville during the American Civil War	Battle of Johnsonville
Q4871364	Battle of Kahe		Battle of Kahe
Q4871390	Battle of Kardzhali	battle in during First Balkan War	Battle of Kardzhali
Q4871438	Battle of Killala		Battle of Killala
Q4871474	Battle of Kolb's Farm		Battle of Kolb's Farm
Q4871477	Battle of Kondoa Irangi		Battle of Kondoa Irangi
Q4871491	Battle of Krasnobród	WWII battle during invasion of Poland in 1939	Battle of Krasnobród
Q4871507	Battle of Kusseri		Battle of Kusseri
Q4871618	Battle of Lundby		Battle of Lundby
Q4871672	Battle of Marabda		Battle of Marabda
Q4871687	Battle of Martqopi		Battle of Martqopi
Q4871711	Battle of Menaka		Battle of Menaka
Q4871737	Battle of Millstone	skirmish near a mill in Weston, New Jersey (near present-day Manville) during the American Revolutionary War	Battle of Millstone
Q4871746	Battle of Mlali		Battle of Mlali
Q4871764	Battle of Mokra	one of the first battles of the Invasion of Poland in World War II	Battle of Mokra
Q4871771	Battle of Mont Sorrel	conflict of World War I	Battle of Mont Sorrel
Q4871774	Battle of Monte Santiago	naval battle of the Cisplatine War	Battle of Monte Santiago
Q4871801	Battle of Mount Harriet	engagement of the Falklands War	Battle of Mount Harriet
Q4871802	Battle of Mount Longdon	engagement of the Falklands War between British and Argentine forces	Battle of Mount Longdon
Q4871883	Battle of New Ross		Battle of New Ross (1798)
Q4872073	Battle of Point Pleasant		Battle of Point Pleasant
Q4872181	Battle of Ridgefield		Battle of Ridgefield
Q4872216	Battle of Rumaila		Battle of Rumaila
Q4872617	Battle of Two Sisters	engagement of the Falklands War	Battle of Two Sisters
Q4872697	Battle of Vrbanja bridge	armed confrontation on 27 May 1995 between French UN peacekeepers and elements of the Army of Republika Srpska (VRS)	Battle of Vrbanja bridge
Q4872860	Battle of the Bogue		Battle of the Bogue (1856)
Q4872876	Battle of the Bridges	battle that took place on 2 August 1990, in Kuwait	Battle of the Bridges
Q4872900	Battle of the Cyzicus		Battle of the Cyzicus
Q4872907	Battle of the Diablo Mountains	battle in the Jicarilla War	Battle of the Diablo Mountains
Q4930640	Bluff Cove Air Attacks	Argentine Air Force strike during the Falklands War	Bluff Cove Air Attacks
Q4993803	Third Battle of Murfreesboro		Third Battle of Murfreesboro
Q5036985	Capture of Berwick	battle of the First War of Scottish Independence	Capture of Berwick (1296)
Q6619913	Battle of Iminenas		Battle of Iminenas
Q7510052	Siege of Godesberg		Siege of Godesberg
Q7510534	Siege of the Acropolis		Siege of the Acropolis (1821–22)
Q8578070	5th Battle of Gao		Fifth Battle of Gao
Q12882037	Siege of Patras (1821)		Siege of Patras (1821)
Q13628984	Battle of Kalamata		Battle of Kalamata
Q15727825	Battle of Fürth		Battle of Fürth
Q16394378	Siege of Sloviansk		Siege of Sloviansk
Q17001322	First Battle of Donetsk Airport		First Battle of Donetsk Airport
Q18071930	Siege of Kobanê	ongoing battle of the Syrian Civil War	Siege of Kobanî
